case,date,year,type,country,area,activity,sex,age,injury,dead,especie,resolucion,genre
1959.09.02,02-Sep-1959,1959.0,Invalid,USA,New York,On inflatable raft,M,,No injury,,Questionable incident,no injury,m
1959.09.00,Sep-1959,1959.0,Unprovoked,MEXICO,Guerrrero,,F,"""middle-age""","FATAL, leg severed, other leg lacerated ",Y,,death,f
1959.08.31.R,Reported 31-Aug-1959,1959.0,Boat,AZORES,,Fishing,,,No injury to occupants; shark bit rudder,N,"White shark, based on 2 teeth retrieved from rudder",no injury,
1959.08.30,30-Aug-1959,1959.0,Invalid,AUSTRALIA,Tasmania,Swimming,M,,No injury,,Invalid,no injury,m
1959.08.25,25-Aug-1959,1959.0,Invalid,JAPAN,Hokkaido Prefecture,,M,14,Survived (no injury?),,Questionable incident,no injury,m
1959.08.20,20-Aug-1959,1959.0,Invalid,PHILIPPINES,North Palawan,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",,Shark involvement prior to death was not confirmed,bite,m
1959.08.15.b,15-Aug-1959,1959.0,Invalid,USA,Florida,Diving,M,21,No injury,,Invalid,no injury,m
1959.08.15.a,15-Aug-1959,1959.0,Unprovoked,USA,Florida,Spearfishing on Scuba,M,26,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Y,3.7 m [12'] shark,death,m
1959.08.14.b,14-Aug-1959,1959.0,Provoked,USA,South Carolina,Fishing,M,,Laceration to forearm by boated shark PROVOKED INCIDENT,N,5.5' shark,bite,m
1959.08.14.a,14-Aug-1959,1959.0,Sea Disaster,PHILIPPINES,Queaon,Fishing boat capsized ,,,"10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks",Y,,bite,
1959.08.13,13-Aug-1959,1959.0,Provoked,USA,California,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",M,32,"No injury, PROVOKED INCIDENT",N,"Hammerhead shark, 9' ",no injury,m
1959.08.12,12-Aug-1959,1959.0,Provoked,CROATIA,Istria,Fishing,M,,Laceration to arm PROVOKED INCIDENT,N,20 kg shark,bite,m
1959.08.11,11-Aug-1959,1959.0,Unprovoked,JAPAN,Wakayama Prefecture,Swimming,M,13 or 18,"FATAL, left thigh bitten",Y,"Blue shark, 3 m [10']",death,m
1959.08.10,10-Aug-1959,1959.0,Unprovoked,USA,Georgia,Standing,F,15,"4"" cut on left foot ",N,,bite,f
1959.08.05,05-Aug-1959,1959.0,Invalid,USA,California,Wading,M,,"No injury, no attack, the 10' shark merely circled him.",,Invalid,no injury,m
1959.08.02,21764,1959.0,Invalid,ITALY,Tuscany,Scuba diving,M,34 & 19,Probable drowing. Shark involvement unconfirmed,,Shark involvement prior to death was not confirmed,bite,m
1959.07.30,30-Jul-1959,1959.0,Provoked,USA,California,Pulling anchor,,,"No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT",N,"White shark, 3 m to 5 m [10' to 15'] ",no injury,
1959.07.28,28-Jul-1959,1959.0,Unprovoked,USA,California,Spearfishing (but on surface),M,25,"14 punctures on right thigh, swim trunks torn",N,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",bite,m
1959.07.25.b,25-Jul-1959,1959.0,Unprovoked,JAPAN,Okayama Prefecture,,M,22,"FATAL, right thigh bitten  ",Y,Blue shark?,death,m
1959.07.25.a,25-Jul-1959,1959.0,Boat,USA,California,,,21,No injury to occupant,N,"Hammerhead shark, 2.4 m [8'] ",no injury,
1959.07.23.b,23-Jul-1959,1959.0,Boat,USA,California,Fishing,,,"No injury to occupant, shark rammed boat",N,"Hammerhead shark, 3 m [10'] ",no injury,
1959.07.23.a,23-Jul-1959,1959.0,Provoked,USA,California,Dragging stranded shark ashore,M,,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",N,"Blue shark, 1.8 m [6'] ",bite,m
1959.07.03.a & b,03-Jul-1959,1959.0,Sea Disaster,CARIBBEAN SEA,PANAMA,Columbian petrol barge Rio Atrato burned and sank,,27,"FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen",Y,,death,
1959.07.02,02-Jul-1959,1959.0,Provoked,USA,Florida,Free diving,M,13,Arm bitten when he grabbed sharks tail  PROVOKED INCIDENT,N,"Nurse shark, 60 cm [24""], identified by Dr. L.P. L. Schultz on photograph",bite,m
1959.07.00.b,Late Jul-1959,1959.0,Boat,NORTH ATLANTIC OCEAN,In the Gulf Stream ,,,,"No injury to occupant, shark bit propeller as Wade was refueling",N,"Oceanic whitetip shark,1.8 m [6'] ",no injury,
1959.07.00.a,Jul-1959,1959.0,Unprovoked,MEXICO,Quintana Roo,Wading,M,,"FATAL, legs bitten ",Y,,death,m
1959.06.26.R,Reported 26-Jun-1959,1959.0,Unprovoked,TURKEY,Mersin Province,,M,,Leg injured,N,,bite,m
1959.06.14.b,14-Jun-1959,1959.0,Unprovoked,MEXICO,Guyamas,Swimming ashore from capsized boat,M,,FATAL,Y,,death,m
1959.06.14.a,14-Jun-1959,1959.0,Unprovoked,USA,California,Free diving for abalone,M,33,"FATAL, body not recovered",Y,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",death,m
1959.06.13,13-Jun-1959,1959.0,Invalid,USA,California,Swimming ,,,"Disappeared after diving in deep hole, body not recovered, presumed taken by a shark ",,Shark involvement prior to death was not confirmed,bite,
1959.05.30,30-May-1959,1959.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,23,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",N,"White shark, 2.7 m [9'], 280-lb ",no injury,m
1959.05.16,16-May-1959,1959.0,Unprovoked,USA,Florida,,F,37,Minor injuries,N,1.2 m [4'] shark,bite,f
1959.05.07,07-May-1959,1959.0,Unprovoked,USA,California,Treading water,M,18,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",death,m
1959.05.03,03-May-1959,1959.0,Unprovoked,USA,Florida,Spearfishing,M,19,Lacerated hip & hands,N,"Tiger shark, 3.7 m [12']",bite,m
1959.05.00,May-1959,1959.0,Unprovoked,MID ATLANTIC OCEAN,Between England & South Africa,Jumped overboard to rescue a man,M,,Leg bitten,N,,bite,m
1959.04.27,27-Apr-1959,1959.0,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,22,Thigh lacerated,,Questionable incident,bite,m
1959.04.11,11-Apr-1959,1959.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for pearl shell,M,43,Left hand lacerated when he tried to ward off shark,N,"Tiger shark, 1.8 m [6'] ",bite,m
1959.04.09.b,09-Apr-1959,1959.0,Unprovoked,USA,Hawaii,Fishing,M,,Survived,N,,bite,m
1959.04.09..a,09-Apr-1959,1959.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,2 toes bitten off ,N,,bite,m
1959.04.05,05-Apr-1959,1959.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,,Swim fin bitten,N,,bite,m
1959.03.29,29-Mar-1959,1959.0,Unprovoked,USA,Florida,Swimming,M,13,"Bumped, then knee bitten",N,,bite,m
1959.03.08,08-Mar-1959,1959.0,Unprovoked,PHILIPPINES,Mindanao,Lifeboat capsized,M,20,"FATAL, body not recovered",Y,,death,m
1959.03.00,Mar-1959,1959.0,Boat,USA,Florida,"On boat, preparing to dive",M,,Boat followed shark; shark holed boat,N,Tiger shark 4.3 m [14'] ,bite,m
1959.02.28,28-Feb-1959,1959.0,Boat,AUSTRALIA,Victoria,Fishing for snapper,M,,"No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side",N,"Mako shark, 2.4 m [8'], <300-lb, identified by Dr. L.P. L. Schultz on photograph",no injury,m
1959.02.27,27-Feb-1959,1959.0,Unprovoked,VENEZUELA,Nueva Esparta,Fell into water while attempting to boat a swordfish,M,,Left arm bitten,N,,bite,m
1959.02.06,16-Feb-1959,1959.0,Provoked,PAPUA NEW GUINEA, Kikori River mouth,Fishing,M,,Arm bitten by shark that he thought was dead PROVOKED INCIDENT,N,3.7 m [12'] shark,bite,m
1959.02.02,02-Feb-1959 Reported,1959.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Bathing with sister,M,15,"FATAL, body not recovered",Y,,death,m
1959.02.01,01-Feb-1959,1959.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,14,Leg severed below knee,N,1.8 to 2.1 m [6' to 7'] shark,bite,m
1959.01.31,31-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Western Australia,Working prawn net,M,20,Sharks tail grazed his shin,N,"Grey nurse shark, 1.8 m [6']",bite,m
1959.01.27,27-Jan-1959,1959.0,Unprovoked,ECUADOR,Galapagos Islands,Washed overboard into school of fish,M,57,Right leg & left foot lacerated,N,Bitten by several 1.8 m [6'] sharks,bite,m
1959.01.25,25-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,Swimming with motor tube,M,16,Thigh bitten,N,,bite,m
1959.01.17.b,17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,In deep water about 100 yards from his ship,M,22,FATAL,Y,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,death,m
1959.01.17.a,17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Queensland,"Surfing, but treading water",M,17,Right foot & toe bitten,N,1.8 m [6'] shark,bite,m
1959.01.15,15-Jan-1959,1959.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,18,Thigh & both wrists lacerated,N,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",bite,m
1959.01.12,12-Jan-1959,1959.0,Unprovoked,NEW GUINEA,Milne Bay Province,Dragging banana seeds through the shallows,M,,Left calf & right thigh bitten,N,1.4 m [4.5'] shark,bite,m
1959.01.02,02-Jan-1959,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming ashore from fishing boat swamped and sunk by a squall,M,33 & 26,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,,bite,m
1959.01.00,Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,Spearfishing / free diving,M,,Abrasion,N,1.5 m [5'] shark,bite,m
1959.00.00.g,Summer of 1959,1959.0,Unprovoked,SOUTH KOREA,South Chungcheong Province,Swimming,M,,FATAL,Y,White shark?,death,m
1959.00.00.f,Jul- to Sep-1959,1959.0,Unprovoked,INDIA,Orissa,,,,"5 people killed by sharks, 30 others injured",Y,1.5 m to 1.8 m [5' to 6'] sharks,bite,
1959.00.00.e,1959,1959.0,Provoked,ATLANTIC OCEAN,,Paddling & sailing from Buenos Aires to Miami,M,,Hooked shark bit his arm PROVOKED INCIDENT,N,"Tiger shark, 12' ?",bite,m
1959.00.00.d,1959,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spear fishing,M,,Minor injuries,N,,bite,m
1959.00.00.c,1959,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Fishing,M,,Minor injuries,N,,bite,m
1959.00.00.b,1959,1959.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",,M,,"FATAL, abdomen & leg bitten ",Y,,death,m
1959.00.00.a,1959,1959.0,Provoked,PAPUA NEW GUINEA,Morobe Province,Fishing,M,,Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT,N,,bite,m
1958.12.28,28-Dec-1958,1958.0,Boat,TURKEY,Ahirkapi coast,Fishing,,,Boat damaged,,White shark,bite,
1958.12.27,27-Dec-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,,,Hip bitten,N,,bite,
1958.12.23,23-Dec-1958,1958.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,14,FATAL,Y,,death,m
1958.12.13,13-Dec-1958,1958.0,Unprovoked,USA,Hawaii,Surfing on air mattress,M,15,"FATAL, leg severed  ",Y,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",death,m
1958.12.12,12-Dec-1958,1958.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Cleaning hull of ship ,M,22,"FATAL, left thigh & hip bitten  ",Y,Tiger shark,death,m
1958.11.23,23-Nov-1958,1958.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,21,FATAL,Y,12' shark,death,m
1958.11.14,14-Nov-1958,1958.0,Invalid,SOUTH AFRICA,Western Cape Province,Fishing,M,,"No injury, shark leapt at him",,Questionable incident,no injury,m
1958.11.07.R,Reported 07-Nov-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,,"FATAL, left arm & leg severed  ",Y,,death,m
1958.11.05,05-Nov-1958,1958.0,Boat,USA,California,Fishing,,,"No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor",N,White shark,no injury,
1958.10.12,12-Oct-1958,1958.0,Unprovoked,USA,California,Swimming near jetty,M,15,"Left arm, hips & leg lacerated",N,,bite,m
1958.10.05,05-Oct-1958,1958.0,Unprovoked,USA,Florida,,M,60,No injury,N,,no injury,m
1958.10.00.b,Oct-1958,1958.0,Provoked,MEXICO,Guerrrero,Slapped shark on tail as it swam by,M,,Shark turned & severed his leg PROVOKED INCIDENT,N,,bite,m
1958.10.00.a,Oct-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Collecting shells,M,26,Leg & foot injured,N,,bite,m
1958.09.13,13-Sep-1958,1958.0,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,,"""Climbing up to ship after repairing the stern in water""",M,32,"FATAL, leg bitten ",Y,Blue shark,death,m
1958.09.06,06-Sep-1958,1958.0,Unprovoked,BAHAMAS,Cat Cay,Fishing,M,42,Right forearm lacerated,N,200-lb shark,bite,m
1958.09.01,01-Sep-1958,1958.0,Provoked,USA,New York,Spearfishing,M,20,Bitten by harpooned shark PROVOKED INCIDENT,N,,bite,m
1958.08.31,31-Aug-1958,1958.0,Boat,MEXICO,Baja California,Boat stopped to repair electric pump,,,Shark tried to bite prop twice,N,"Hammerhead shark, 5.2 m [17'] ",bite,
1958.08.01,01-Aug-1958,1958.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Swimming,F,,Leg injured,N,3 m shark,bite,f
1958.07.31.R,  Reported 31-Jul-1958,1958.0,Unprovoked,MEXICO,Guerrero,Swimming,F,,FATAL,Y,,death,f
1958.07.27.b,27-Jul-1958,1958.0,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,12,3 lacerations on leg,N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",bite,m
1958.07.27.a,27-Jul-1958,1958.0,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,8,"Left hand and  leg bitten, leg surgically amputated below hip",N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",bite,m
1958.07.10,10-Jul-1958,1958.0,Unprovoked,USA,Florida,,M,35,FATAL  Autopsy report: bitten by shark while still alive,Y,,death,m
1958.07.08, 08-Jul-1958,1958.0,Unprovoked,KENYA,Coast Province,Swimming,M,21,"FATAL, leg severed ",Y,,death,m
1958.07.04.b,04-Jul-1958,1958.0,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,,FATAL,Y,Sharks averaged 1.8 m [6'] in length,death,m
1958.07.04.a,04-Jul-1958,1958.0,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Left shoulder bitten ,N,Sharks averaged 1.8 m [6'] in length,bite,m
1958.07.02,02-Jul-1958,1958.0,Provoked,USA,Florida,Free diving,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",bite,m
1958.07.01,01-Jul-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Swimming,M,38,"FATAL, left arm severed ",Y,,death,m
1958.07.00.b,Jul-1958,1958.0,Unprovoked,BAHAMAS,Abaco Islands,"Spearfishing, had fish on his spear",M,36,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",N,"Tiger shark, <2 m TL",no injury,m
1958.07.00.a,Jul-1958,1958.0,Unprovoked,USA,Florida,,M,,Both were bitten on feet by sharks,N,,bite,m
1958.06.26,26-Jun-1958,1958.0,Provoked,USA,Florida,Wading,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",bite,m
1958.06.24,24-Jun-1958,1958.0,Unprovoked,USA,Florida,Walking,M,17,Lower left leg & foot bitten,N,Tiger shark?,bite,m
1958.06.17,17-Jun-1958,1958.0,Provoked,USA,Florida,"Swimming, towing the shark",M,,Thigh bitten PROVOKED INCIDENT,N,"Nurse shark, 1.1 m [3.5'] ",bite,m
1958.06.15,15-Jun-1958,1958.0,Invalid,AUSTRALIA,Queensland,Swimming,F,,"Injuries caused by coral, not the  shark",,Invalid,bite,f
1958.06.02.R,Reported 02-Jun-1958,1958.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,,Injuries not caused by sharks,,Invalid,bite,m
1958.04.30,30-Apr-1958,1958.0,Provoked,USA,Florida,Free diving,M,29,"Grabbed sharks tail, shark bit his thigh PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5'] ",bite,m
1958.04.19,19-Apr-1958,1958.0,Unprovoked,TAIWAN,Taipei Hsien,Diving,M,29,Right cheek bitten,N,"Mako shark, 100-kg [221-lb] ",bite,m
1958.04.05,05-Apr-1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling in knee-deep water,F,28,FATAL,Y,3 m [10'] shark,death,f
1958.04.03,03-Apr-1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,3 m [10'] shark,death,m
1958.04.00,Apr-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Fishing, holding fish in his left hand",M,,Left forearm amputated,N,,bite,m
1958.02.19,19-Feb-1958,1958.0,Invalid,AUSTRALIA,New South Wales,Spearfishing,M,21,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",,Shark involvement prior to death was not confirmed,bite,m
1958.02.01,01-Feb-1958,1958.0,Provoked,USA,US Virgin Islands,Spearfishing on Scuba,M,18,Chest bitten by speared shark PROVOKED INCIDENT,N,"Nurse shark, 1.5 m [5'] ",bite,m
1958.01.27,27-Jan-1958,1958.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing / swimming on surface,M,17,Right leg lacerated,N,,bite,m
1958.01.19,19-Jan-1958,1958.0,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,14,"Laceration to left ankle, heel and little toe",N,6' shark,bite,m
1958.01.09.R,Reported 09-Jan-1958,1958.0,Invalid,JAPAN,Ibaraki Prefecture,,M,50,Torso recovered from 206-lb shark,,Shark involvement prior to death was not confirmed,bite,m
1958.01.09,09-Jan-1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,,FATAL,Y,White shark,death,m
1958.00.00.j,1958-1959,1958.0,Provoked,TONGA,Vava'u,Spearfishing,M,,Calf avulsed by shark he was holding by the tail PROVOKED INCIDENT,N,<1 m shark,bite,m
1958.00.00.i,1958,1958.0,Provoked,SAMOA,South Pacific Ocean,Placed hand in disemboweled sharks jaws,,,Hand lacerated PROVOKED INCIDENT,N,,bite,
1958.00.00.h,1958,1958.0,Provoked,PANAMA,Canal Zone,Skindiving,M,,"Boy seized shark by its tail, shark bit boys forearm  PROVOKED INCIDENT",N,"18"" to 24"" shark",bite,m
1958.00.00.f,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,,,,FATAL,Y,,death,
1958.00.00.e,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spearfishing,M,,"FATAL, back & buttocks bitten ",Y,,death,m
1958.00.00.d,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Spearfishing,M,,"FATAL, severe abdominal injuries ",Y,Several sharks involved,death,m
1958.00.00.c,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Fishing, holding fish",M,,Hand holding the fish was bitten in all 3 cases,N,,bite,m
1958.00.00.b,1958,1958.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing (trolling),,,No injury to occupants; shark bit propeller,N,White shark,no injury,
1958.00.00.a,Circa 1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Fishing, walking in river to cast",M,,"FATAL, right leg severed above knee  ",Y,,death,m
1957.12.31,31-Dec-1957,1957.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,,No injury. Shark grabbed fish attached to his belt & towed him seaward.  ,N,,no injury,m
1957.12.30,30-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,1.8 m [6'] shark,bite,f
1957.12.26,26-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Skindiving,M,20,Lacerations on head & neck,N,,bite,m
1957.12.23,23-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Floating,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,>3 m [10'] shark,death,m
1957.12.20,20-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,15,"FATAL, multiple, severe injuries  ",Y,,death,m
1957.12.18,18-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,16,"Left leg severed at knee, part of left thigh removed",N,,bite,m
1957.11.08,08-Nov-1957,1957.0,Sea Disaster,PACIFIC OCEAN,"1,000 miles east of Hawaii",Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,,,Navy personnel recovered 19 shark-scavenged bodies,N,,bite,
1957.11.04.R,Reported 04-Nov-1957,1957.0,Boat,AUSTRALIA,New South Wales,Fishing,,,"No injury, shark's teeth embedded in boat",N,,no injury,
1957.10.24,24-Oct-1957,1957.0,Unprovoked,SOLOMON ISLANDS,Honiara,,M,22,FATAL,Y,,death,m
1957.10.23,23-Oct-1957,1957.0,Unprovoked,SOLOMON ISLANDS,Honiara,,F,28,FATAL,Y,,death,f
1957.09.02,02-Sep-1957,1957.0,Unprovoked,MARSHALL ISLANDS,Eniwetok Atoll,,M,,Survived,N,Identified as carcharinid shark (based on its behavior) by Dr. D.P. L. Schultz; mako shark according to Huges,bite,m
1957.08.00,Aug-1957,1957.0,Provoked,USA,Florida,Attempting to net shark in shark channel,M,,Legs bitten PROVOKED INCIDENT,N,"2.7 m [9'] bull shark, identified by Capt. W. Gray",bite,m
1957.07.24,24-Jul-1957,1957.0,Provoked,USA,California,Spearfishing on Scuba,M,,Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT,N,"Said to involve a 1 m  white shark, but thought  that it was more likely a blue shark",no injury,m
1957.07.15,15-Jul-1957,1957.0,Unprovoked,USA,North Carolina,Swimming,M,57,"FATAL, knee bitten  ",Y,White shark,death,m
1957.07.09,09-Jul-1957,1957.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,M,36,Right hand and arm bitten,N,9' shark,bite,m
1957.06.21,21-Jun-1957,1957.0,Invalid,CUBA,Yucatan Channel,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,,,"No injury, no attack, sharks in vicinity when the sea was calm",,Invalid,no injury,
1957.05.11,11-May-1957,1957.0,Unprovoked,AUSTRALIA,New South Wales,Competing in spearfishing championship & towing dead fish,M,28,Thigh bitten & few lacerations on abdomen & buttock,N,4.6 m [15'] shark,bite,m
1957.05.07,Reported 07-May-1957,1957.0,Unprovoked,SOLOMON ISLANDS,,Fishing,M,,Legs nipped & he bit shark's snout,N,,bite,m
1957.05.00,May 1957,1957.0,Unprovoked,USA,Florida,3 men & 2 boys picked up wearing life jackets and with inner tube,M,,Leg lacerated,N,,bite,m
1957.04.28,28-Apr-1957,1957.0,Unprovoked,USA,California,Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,White shark,death,m
1957.04.23,23-Apr-1957,1957.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,15,Minor injuries,N,Wobbegong shark?,bite,m
1957.04.22,22-Apr-1957,1957.0,Provoked,USA,Florida,Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,4 m [13'] shark,bite,m
1957.04.13,13-Apr-1957,1957.0,Unprovoked,AUSTRALIA,Torres Strait,Swimming between  anchored  pearling luggers,M,22,"Left arm bitten, surgically amputated",N,Shark seen feeding on turtle scraps thrown overboard prior to incident.,bite,m
1957.04.07.b,07-Apr-1957,1957.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Diving from canoe,M,17,Injured while Sonieva was transferred to another canoe,N,,bite,m
1957.04.07.a,07-Apr-1957,1957.0,Unprovoked,SOLOMON ISLANDS,Bougainville (North Solomons),Diving from canoe,M,15,Leg severed,N,,bite,m
1957.02.24,24-Feb-1957,1957.0,Unprovoked,FIJI,Viti Levu,Spearfishing,M,,Right arm & forearm injured,N,,bite,m
1957.02.05,05-Feb-1957,1957.0,Unprovoked,USA,Florida,Floating,M,,Foot bitten,N,1.2 m  [4'] shark,bite,m
1957.02.02,02-Feb-1957,1957.0,Unprovoked,AUSTRALIA,Western Australia,,M,,Man landed at Cape Levêque lighthouse in critical condition after being bitten by a shark. Not known if he survived.,UNKNOWN,,bite,m
1957.02.00,Feb-1957,1957.0,Unprovoked,USA,Florida,Skindiving for specimens,M,,Minor injuries,N,Said to involve a large mako shark,bite,m
1957.01.05,05-Jan-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,12,FATAL,Y,,death,m
1957.00.00.k,1957,1957.0,Invalid,SRI LANKA,Western Province,Fishing,M,,"FATAL, but shark involvement not confirmed",,Shark involvement prior to death was not confirmed,death,m
1957.00.00.j,1957,1957.0,Unprovoked,USA,Florida,Bathing,,,Injured by shark,N,1.5 m [5'] shark,bite,
1957.00.00.i,1957,1957.0,Invalid,CUBA,Havana Province,,,2 to 3 months,"FATAL, but was it an accident or infanticide?",,3.7 m [12'] shark,death,
1957.00.00.h,1957,1957.0,Boat,CUBA,Havana Province,Fishing,,,"No injury to occupant, shark stuck boat",N,3.7 m [12'] shark ,no injury,
1957.00.00.g,1957,1957.0,Unprovoked,CUBA,Havana Province,Fishing for sharks,M,18,"FATAL, became entangled in fishing line and pulled below the surface ",Y,,death,m
1957.00.00.f,1957,1957.0,Unprovoked,USA,Florida,Helmet diving in Miami Seaquarium,M,,"Shark struck helmet, no injury",N,Bull shark,no injury,m
1957.00.00.e,1957,1957.0,Unprovoked,FIJI,Kadavu,Fishing,M,30,Right foot lacerated,N,,bite,m
1957.00.00.d,1957,1957.0,Unprovoked,IRAN,Karun River,,M,,Survived,N,Bull shark,bite,m
