clean_date,country,age_2,sex,injury,fatal,activity_verb2
May,SOUTH AFRICA,22.0,M,"No injury, board bitten",N,surfing
April,JAMAICA,,M,Hand bitten by speared shark PROVOKED INCIDENT ,N,fishing
April,PHILIPPINES,,,FATAL x 2,Y,vessel related
April,MEXICO,13.0,F,Right calf bitten,N,surfing
March,SOUTH AFRICA,52.0,M,FATAL,Y,swimming
March,BRAZIL,,M,Right leg bitten,N,swimming
March,PHILIPPINES,,F,FATAL,Y,vessel related
March,SOUTH AFRICA,61.0,M,Leg lacerated by netted shark PROVOKED INCIDENT,N,fishing
January,SOUTH AFRICA,24.0,M,"Both hands & heel of left foot lacerated, right foot severed",N,surfing
January,KENYA,29.0,M,Ankle & foot lacerated,N,fishing
January,SOUTH AFRICA,29.0,M,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,fishing
January,SOUTH AFRICA,,M,Abrasion,N,swimming
January,SOUTH AFRICA,25.0,M,3 small punctures on arm,N,swimming
January,CHILE,,M,FATAL  ,Y,swimming
,NORTH ATLANTIC OCEAN,34.0,M,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,other activity
,GREECE,,M,Knee bitten,,surfing
,SOUTH AFRICA,20.0,M,No injury; 2 m shark made threat display and impaled itself on spear,,fishing
,TONGA,,M,Chest bitten,N,fishing
December,SOUTH AFRICA,18.0,M,Shin lacerated,N,swimming
December,PORTUGAL,19.0,M,FATAL,Y,fishing
December,SOUTH CHINA SEA,32.0,M,Toothmarks on head & neck,N,swimming
November,USA,20.0,M,Multiple major Injuries,N,surfing
November,SOUTH AFRICA,,,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,fishing
October,SOUTH AFRICA,,M,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,fishing
September,AUSTRALIA,18.0,M,Leg bitten,N,swimming
August,HONG KONG,21.0,M,"Leg severed, FATAL",Y,swimming
August,HONG KONG,16.0,M,FATAL,Y,other activity
August,USA,49.0,M,Lacerations to foot,N,vessel related
August,THAILAND,,M,FATAL,Y,other activity
June,USA,56.0,M,Lacerations to leg,N,swimming
May,USA,36.0,M,"FATAL, but shark involvement prior to death was not determined",,swimming
May,SOUTH AFRICA,25.0,M,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,fishing
May,SOUTH AFRICA,,M,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,swimming
May,NEW CALEDONIA,,,"Thigh severely injured, survived",N,fishing
May,NEW CALEDONIA,,M,FATAL,Y,other activity
April,USA,24.0,M,Right foot & ankle lacerated,N,swimming
April,USA,8.0,M,Right foot bitten,N,surfing
March,USA,27.0,M,Foot & ankle bitten,N,surfing
March,USA,,M,"No injury, swim fin bitten",N,swimming
March,SOUTH AFRICA,,,No Injury,N,other activity
March,NEW CALEDONIA,,M,"Presumed FATAL, body not recovered",Y,fishing
February,SOUTH AFRICA,19.0,M,Punctures on left thigh,N,surfing
,USA,,M,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,fishing
December,AUSTRALIA,,M,Survived,N,other activity
December,SOUTH AFRICA,23.0,M,"FATAL, legs bitten ",Y,fishing
November,USA,,M,Left arm bitten,N,surfing
November,USA,17.0,M,Hand lacerated,N,surfing
October,SOUTH AFRICA,,M,FATAL or scavenging by 3 m tiger shark (may have involved foul play),,fishing
September,SOUTH AFRICA,27.0,M,"No injury, shark took his catch, then towed & pushed diver through the water ",N,fishing
September,ITALY,,M,No injury,N,swimming
September,AUSTRALIA,34.0,M,Several broken ribs,N,swimming
August,USA,,M,Punctures on leg (minor injury),N,Close to the water
August,USA,27.0,M,Minor injury to ankle,N,swimming
July,USA,39.0,M,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,other activity
July,USA,27.0,M,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,fishing
June,USA,20.0,M,Foot bitten,N,surfing
June,USA,17.0,M,Foot nipped,N,surfing
June,ITALY,,,"No injury, white shark struck platform",,other activity
April,MARSHALL ISLANDS,25.0,M,Laceration to left hand,N,swimming
April,MARSHALL ISLANDS,23.0,M,Lacerations to right forearm ,N,swimming
April,AUSTRALIA,,M,Thigh bitten,N,swimming
March,SOUTH AFRICA,,,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,other activity
February,SOUTH AFRICA,,,"Shark jumped in boat, but no injury to occupants",N,fishing
February,SOUTH AFRICA,,M,"No injury, rammed by shark",N,swimming
January,SOUTH AFRICA,17.0,M,"Left leg, ankle & foot bitten",N,surfing
January,SOUTH AFRICA,,M,"Human head recovered from 3 m [10'] tiger sharks gut, probable drowning / scavenging",,other activity
,USA,,F,Foot bitten,N,surfing
,VANUATU,,F,FATAL,Y,swimming
December,USA,49.0,M,Feet lacerated,N,swimming
December,USA,27.0,M,Laceration to right hand,N,surfing
December,SOUTH AFRICA,18.0,M,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,surfing
December,SOUTH AFRICA,,,No injury to occupant: shark bit boat's port chine,N,fishing
November,SOUTH AFRICA,,M,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,Close to the water
October,SOUTH AFRICA,25.0,M,"No injury, shark bit speargun & pushed diver through the water",N,fishing
August,AUSTRALIA,17.0,M,"Board rammed &  bitten, left thigh lacerated",N,surfing
August,AUSTRALIA,25.0,M,"FATAL, left arm severed, legs bitten ",Y,swimming
August,SOUTH AFRICA,,M,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,fishing
August,USA,20.0,M,Leg lacerated,N,swimming
August,USA,17.0,M,Lacerations to hip and leg,,Close to the water
July,USA,21.0,M,Laceration to right hand,N,fishing
June,USA,27.0,M,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,swimming
June,USA,25.0,M,Lacerations to wrist,N,Close to the water
May,SOUTH AFRICA,,M,Lombard's thigh was lacerated by shark that leapt into boat ,N,fishing
May,AUSTRALIA,,M,"Missing, believed taken by a shark",,other activity
April,AUSTRALIA,,M,Survived,N,other activity
April,USA,,M,Arm bitten,N,swimming
March,SOUTH AFRICA,31.0,M,Right foot bitten,N,swimming
March,AUSTRALIA,32.0,M,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,other activity
March,AUSTRALIA,74.0,M,FATAL,Y,other activity
March,AUSTRALIA,45.0,M,FATAL,Y,other activity
February,AUSTRALIA,24.0,M,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,other activity
February,AUSTRALIA,,M,Shark involvement prior to death was unconfirmed,,other activity
February,NEW CALEDONIA,,,Face & thorax bitten,N,other activity
January,MEXICO,,M,"FATAL, left leg severed, neck cut  ",Y,swimming
December,AUSTRALIA,,M,Survived,N,other activity
December,USA,29.0,M,Buttocks & hip bitten,N,swimming
November,SOUTH AFRICA,19.0,M,Torso bitten,N,other activity
November,AUSTRALIA,,,"Missing, believed taken by a shark, but not confirmed",,other activity
November,USA,19.0,M,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,surfing
November,SOUTH AFRICA,17.0,M,Laceration to foot,,swimming
November,SOUTH AFRICA,,,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,fishing
October,SOUTH AFRICA,,,"No injury to occupants, shark leapt on bow of boat",N,other activity
October,USA,25.0,M,Leg bitten ,N,surfing
October,SOUTH AFRICA,20.0,M,Left thigh lacerated,N,surfing
September,NEW CALEDONIA,,,It was believed that survivors were killed by sharks,N,other activity
September,AUSTRALIA,27.0,M,"Right leg bitten below the knee, left ankle & foot lacerated",N,swimming
September,HONG KONG,,M,"FATAL, right leg bitten",Y,other activity
September,USA,16.0,M,FATAL,Y,swimming
September,USA,,M,FATAL,Y,swimming
September,USA,15.0,M,Laceration to left lower leg,N,surfing
August,USA,23.0,M,Right ankle & foot lacerated,N,surfing
August,USA,19.0,M,"No injury, board bitten",N,surfing
July,USA,24.0,M,Lacerations to forearms,N,fishing
July,USA,10.0,M,Leg bitten,N,other activity
July,USA,18.0,M,"FATAL, disappeared while diving, lower portion of body recovered",Y,swimming
July,USA,23.0,M,"""lost part of a finger""",N,fishing
June,USA,17.0,M,Lacerations to right arm,N,swimming
June,USA,,M,Leg & foot bitten,N,swimming
June,ITALY,46.0,M,Shark rammed boat PROVOKED INCIDENT,N,fishing
June,AUSTRALIA,,F,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,Close to the water
May,SOUTH AFRICA,,,"Shark following hooked fish, rammed & holed boat",N,fishing
April,USA,,,"Possible drowning victim, remains retrieved from 400-lb shark caught by fishermen on 28-Apr-1976",,other activity
March,USA,23.0,M,Lacerations to left leg,N,Close to the water
March,SOUTH AFRICA,,,"No injury to occupants, shark buckled prop shaft",N,fishing
March,SOUTH AFRICA,,,Shark breached hull of boat,N,other activity
March,SOUTH AFRICA,,,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N,other activity
February,SOUTH AFRICA,,,"No injury to occupants, shark rammed bow, driving its head into the hull",N,other activity
January,SOUTH AFRICA,,,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,fishing
January,AUSTRALIA,,F,Survived,N,other activity
January,SOUTH AFRICA,,,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,fishing
January,USA,25.0,M,Puncture wounds to head & neck,N,swimming
January,NEW ZEALAND,,M,FATAL,Y,fishing
,USA,,M,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,swimming
December,AUSTRALIA,,,"No injury, shark charged & rammed boat several times",N,other activity
December,USA,27.0,M,Leg bitten,N,swimming
December,AUSTRALIA,35.0,M,Tooth mark in left elbow PROVOKED INCIDENT,N,other activity
November,AUSTRALIA,20.0,M,Laceration to posterior thigh,N,Close to the water
November,SOUTH AFRICA,33.0,M,Left foot lacerated,N,Close to the water
November,AUSTRALIA,,M,Puncture wounds in hand,N,other activity
November,USA,18.0,M,Foot bitten,N,surfing
October,USA,,M,"""Tooth marks"" in left leg",,fishing
October,AUSTRALIA,20.0,M,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,surfing
October,USA,,,,,surfing
September,SOUTH AFRICA,21.0,M,Right foot & ankle lacerated,N,surfing
August,SOUTH AFRICA,19.0,M,Left leg & surfboard bitten,N,surfing
August,USA,20.0,M,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,swimming
August,USA,44.0,M,"Shoulder, arm & hand lacerated",N,swimming
August,HONG KONG,24.0,M,"Leg bitten, surgically amputated",N,swimming
July,USA,62.0,F,"FATAL, arms & legs bitten",Y,other activity
July,AUSTRALIA,37.0,M,FATAL,Y,swimming
July,USA,24.0,M,Forearms lacerated,N,swimming
July,AUSTRALIA,21.0,M,Buttocks & leg bitten,N,surfing
July,USA,23.0,M,Legs bitten,N,swimming
July,USA,34.0,M,"No injury, swim fin torn",N,swimming
July,USA,14.0,F,Arm lacerated,N,swimming
July,AUSTRALIA,29.0,M,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,fishing
July,USA,16.0,M,"Foot bitten, tendons damaged",N,surfing
June,USA,18.0,M,Lacerations to right foot,N,swimming
June,USA,15.0,F,Hand & wrist bitten,N,Close to the water
June,USA,27.0,M,Left leg bitten,N,swimming
June,USA,20.0,M,"No injury, board bumped",N,surfing
June,USA,,M,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N,other activity
May,USA,17.0,M,Right foot bitten,N,surfing
May,USA,10.0,F,Leg bitten,N,Close to the water
April,ITALY,37.0,M,The press reported this as an attack by a white shark but the diver was the agressor,,swimming
April,SOUTH AFRICA,,M,Probable drowning / scavenging,,other activity
April,SOUTH AFRICA,,M,"No injury, rammed by shark",N,fishing
March,SOUTH AFRICA,,M,Probable drowning / scavenging by a white shark,,swimming
March,AUSTRALIA,,F,Hand bitten,N,other activity
March,USA,14.0,M,Left leg & foot bitten,N,swimming
March,AUSTRALIA,18.0,,Laceration to thigh by captive shark PROVOKED INCIDENT,N,swimming
March,SOUTH AFRICA,,M,Left leg bitten  PROVOKED INCIDENT,N,other activity
March,BANGLADESH,,,"FATAL, of 190 passengers & crew thrown into the water, 50 people were said to have been killed by sharks",Y,other activity
February,SOUTH AFRICA,16.0,M,Foot severed,N,surfing
February,SOUTH AFRICA,,,Shark bit rudder & hull,N,other activity
February,AUSTRALIA,12.0,M,Right leg  severed FATAL,Y,swimming
February,AUSTRALIA,45.0,M,Puncture wounds to right shoulder,N,fishing
February,AUSTRALIA,,M,Survived,N,other activity
February,SOUTH AFRICA,12.0,M,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,fishing
January,AUSTRALIA,17.0,M,"FATAL, body not recovered",Y,surfing
,BERMUDA,25.0,M,Laceration to right ankle,N,fishing
,REUNION,,M,FATAL,Y,other activity
December,AUSTRALIA,32.0,,Survived,N,other activity
November,USA,24.0,M,Laceration to foot,N,Close to the water
September,USA,17.0,M,"Thigh, lower back and surfboard bitten",N,surfing
September,USA,29.0,M,Major injuries,N,swimming
September,ISRAEL,20.0,F,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,swimming
September,USA,41.0,M,Minor injuries to hand,N,swimming
September,USA,48.0,M,Minor bite on foot & swimfin,N,swimming
September,AUSTRALIA,30.0,M,"Missing, believed taken by a shark",N,fishing
September,USA,24.0,M,No injury,N,surfing
August,HONG KONG,22.0,M,Survived,N,swimming
August,HONG KONG,,M,FATAL,Y,swimming
August,HONG KONG,19.0,M,Arm broken & severely lacerated,N,swimming
August,HONG KONG,18.0,M,Left foot bitten,N,swimming
August,CROATIA,21.0,M,Foot severed FATAL,Y,other activity
August,USA,,M,Minor injuries to hand,N,surfing
July,USA,36.0,M,Minor bite on heel & swim fin bitten,N,swimming
July,USA,17.0,M,FATAL,Y,swimming
July,USA,10.0,M,Arm bitten FATAL,Y,vessel related
June,USA,61.0,F,Lacerations to hip and leg,N,swimming
May,USA,45.0,M,Leg bitten,N,swimming
April,BRAZIL,,M,FATAL,Y,fishing
April,SOUTH AFRICA,22.0,M,Left knee lacerated,N,fishing
April,SOUTH AFRICA,19.0,M,Lower right leg lacerated,N,Close to the water
April,USA,11.0,F,Foot bitten,N,swimming
April,SOUTH AFRICA,17.0,M,Right foot lacerated,N,surfing
March,SOUTH AFRICA,21.0,M,"No injury, surfboard bitten",N,surfing
March,SOUTH AFRICA,,,"No injury to occupant, shark holed boat",N,fishing
February,SOUTH AFRICA,14.0,M,"Right calf removed, leg surgically amputated below the knee",N,swimming
February,SOUTH AFRICA,19.0,M,Right shin lacerated,N,swimming
February,SOUTH AFRICA,,,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline",N,fishing
February,SOUTH AFRICA,,,"No injury,  shark leapt into boat & bit one of the boat's seats",N,fishing
January,SOUTH AFRICA,42.0,M,2 minor lacerations in foot,N,Close to the water
January,AUSTRALIA,26.0,M,"FATAL, right leg severed  ",Y,swimming
January,SOUTH AFRICA,33.0,M,Knee & calf lacerated,N,swimming
January,MOZAMBIQUE,,M,FATAL,Y,swimming
January,MOZAMBIQUE,32.0,M,FATAL,Y,swimming
,AUSTRALIA,,M,8 to 10 puncture marks around knee,N,fishing
,CROATIA,,,FATAL,Y,other activity
December,MOZAMBIQUE,41.0,M,"Right leg severed at knee, abrasion on left ankle",N,fishing
December,MOZAMBIQUE,20.0,M,FATAL,Y,swimming
December,PHILIPPINES,19.0,M,FATAL,Y,swimming
December,USA,,M,Leg bitten,N,swimming
December,MEXICO,,M,FATAL,Y,swimming
November,AUSTRALIA,,,Survived,N,other activity
November,USA,13.0,M,Foot bitten,N,surfing
November,AUSTRALIA,,M,Knee lacerated,N,other activity
September,SOUTH AFRICA,,M,"FATAL, thigh bitten ",Y,fishing
September,BAHAMAS,11.0,M,Left hand & forearm lacerated,N,swimming
September,HONG KONG,20.0,M,FATAL,Y,swimming
September,MEXICO,37.0,M,"FATAL, leg bitten ",Y,swimming
September,EGYPT,,M,Massive wound on right thigh with femur exposed,N,other activity
August,AUSTRALIA,21.0,,,,other activity
August,AUSTRALIA,16.0,M,Right foot severed,N,surfing
August,USA,17.0,M,Elbow bitten,N,fishing
June,HONG KONG,,M,"One man was killed by a shark, the other was injured",N,swimming
April,MEXICO,45.0,M,"FATAL, multiple bites ",Y,Close to the water
March,AUSTRALIA,,M,Survived,N,other activity
March,MOZAMBIQUE,28.0,M,FATAL,Y,fishing
March,SOUTH AFRICA,26.0,M,Hip bruised,N,fishing
February,MEXICO,57.0,,"FATAL, multiple bites ",Y,swimming
January,SOUTH AFRICA,,M,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,N,fishing
January,USA,,M,Leg bitten,N,surfing
,PALAU,,M,"No injury, shark grabbed scuba tank and descended to 110' before releasing him ",N,swimming
,PALAU,,M,Hand & right shoulder lacerated,N,swimming
,SOUTH AFRICA,13.0,M,"No injury, surboard flung into air & dented",N,surfing
December,SOUTH AFRICA,29.0,M,Lower left leg & foot bitten,N,Close to the water
December,MOZAMBIQUE,25.0,M,"Hip, leg, arm, hand & shoulder bitten",N,swimming
December,MEXICO,17.0,M,"FATAL, hand severed, right leg and torso bitten ",Y,surfing
December,SOUTH AFRICA,,M,"No injury, swim fin bitten",N,swimming
December,AUSTRALIA,,M,Hand bitten,N,other activity
December,AUSTRALIA,24.0,,PROVOKED INCIDENT,N,other activity
December,REUNION,,,FATAL,Y,fishing
October,AUSTRALIA,24.0,M,Right arm bitten,N,fishing
October,AUSTRALIA,19.0,M,Lacerations to thigh & buttocks,N,surfing
October,USA,,M,"FATAL, body not recovered",Y,swimming
October,USA,17.0,M,Survived,N,surfing
October,NEW ZEALAND,17.0,M,"No injury, leg of jeans torn off",N,swimming
September,USA,,M,Legs & board bitten,N,surfing
September,MOZAMBIQUE,20.0,F,Feet injured,,swimming
August,USA,15.0,M,Left calf bitten,N,surfing
August,USA,,M,Forearm bitten,N,fishing
August,AUSTRALIA,45.0,M,Left foot bitten,N,swimming
July,USA,,,Sharks reportedly bit legs & fins ,,swimming
June,AUSTRALIA,,M,FATAL,Y,other activity
June,AUSTRALIA,,M,FATAL,Y,other activity
June,USA,22.0,M,Buttocks bitten,N,surfing
May,USA,32.0,M,Bitten on legs & buttock,N,swimming
May,FRENCH POLYNESIA,27.0,M,Thigh bitten,N,fishing
April,WESTERN SAMOA,25.0,M,FATAL,Y,swimming
April,AUSTRALIA,,F,Left leg bitten,N,other activity
April,MOZAMBIQUE,19.0,M,FATAL,Y,swimming
March,PACIFIC OCEAN ,33.0,M,Arm bitten by hooked shark PROVOKED INCIDENT,N,fishing
March,USA,,M,Leg bitten,N,fishing
February,AUSTRALIA,18.0,M,Laceration above knee,N,surfing
February,AUSTRALIA,,,Survived,N,other activity
January,SOUTH AFRICA,20.0,M,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""",Y,swimming
January,SOUTH AFRICA,30.0,F,Foot bitten,N,Close to the water
January,MOZAMBIQUE,24.0,M,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",N,Close to the water
,FRANCE,,,Shoulder injured,N,swimming
,MARSHALL ISLANDS,,M,Right hand & torso lacerated,N,swimming
December,AUSTRALIA,22.0,,Survived,N,other activity
December,SOUTH AFRICA,16.0,F,Right forearm bitten,N,swimming
December,AUSTRALIA,20.0,M,FATAL,Y,other activity
November,HONG KONG,20.0,M,"Left leg severely bitten, surgically amputated",N,swimming
October,AUSTRALIA,20.0,,PROVOKED INCIDENT,N,other activity
October,USA,18.0,M,"Right shoulder, arm & hand bitten",N,surfing
October,SOUTH AFRICA,25.0,M,Wrist & hand lacerated,N,swimming
October,USA,30.0,M,Bitten on legs,N,swimming
September,USA,17.0,,Left foot injured,N,surfing
September,CROATIA,34.0,M,FATAL,Y,swimming
September,AUSTRALIA,51.0,M," FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later",Y,fishing
August,AUSTRALIA,26.0,M,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N,swimming
July,USA,8.0,M,Laceration to left ankle,N,Close to the water
July,USA,,M,"Major injuries to head, buttocks & back",N,swimming
June,SOUTH AFRICA,21.0,M,Leg & surfboard bitten,N,surfing
June,BRITISH ISLES,32.0,M,"No injury, said to have been attacked by shark but drove it away with a lobster hook",N,swimming
April,KENYA,16.0,M,Right foot bitten,N,swimming
April,SOUTH AFRICA,50.0,M,"FATAL, multiple bites ",Y,swimming
April,MEXICO,19.0,M,"FATAL, left thigh bitten ",Y,surfing
April,VENEZUELA,14.0,M,"FATAL, body not recovered",Y,other activity
April,VENEZUELA,66.0,M,"FATAL, body not recovered",Y,other activity
April,MOZAMBIQUE,,,"FATAL, it was  thought  the surviving crew  were taken by sharks",Y,other activity
March,NEW ZEALAND,16.0,M,Lacerations to left leg ,N,surfing
January,AUSTRALIA,,M,Torso lacerated,N,swimming
,AUSTRALIA,15.0,M,Severe lacerations to thigh,N,surfing
,IRAN,,M,Survived,N,other activity
,IRAN,,M,Survived,N,other activity
December,MOZAMBIQUE,18.0,M,"FATAL, arm severed  ",Y,fishing
December,MOZAMBIQUE,20.0,M,"FATAL, decapitated and arm severed",Y,fishing
December,MICRONESIA,,M,Laceration to thigh,N,fishing
December,USA,41.0,M,Right thigh lacerated,N,other activity
November,,,M,Extensive injuries,N,other activity
October,USA,,M,Shoulder & arm bitten,N,surfing
October,USA,,M,Bitten on right leg above the ankle,N,surfing
September,MICRONESIA,43.0,M,Lacerations & punctures to right arm & shoulder ,N,swimming
September,PALAU,20.0,M,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",N,fishing
September,USA,18.0,M,Laceration to left foot,N,swimming
September,AUSTRALIA,20.0,M,PROVOKED INCIDENT,N,other activity
September,USA,,M,Foot lacerated,N,swimming
September,USA,,M,Calf / knee injured?,N,swimming
August,,,,"Sharks scavenged on bodies, but no record of them injuring survivors ",,vessel related
July,,,M,Finger or toe severed,N,other activity
June,USA,13.0,M,Bitten on calf by hooked shark PROVOKED INCIDENT,N,fishing
June,SOUTH AFRICA,25.0,M,2 cm laceration on knee PROVOKED INCIDENT,N,swimming
June,GRENADA,16.0,M,"FATAL, multiple injuries to both legs  ",Y,Close to the water
June,GRENADA,18.0,M,"FATAL, body not recovered",Y,Close to the water
June,PHILIPPINES,,,"2 people survived, 6 drowned & the others were killed by sharks",Y,other activity
April,GRENADA,14.0,M,"FATAL, body not recovered",Y,swimming
April,,,M,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,N,swimming
April,SOLOMON ISLANDS,,M,No details,,swimming
March,USA,,M,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. ",,surfing
March,USA,19.0,M,Foot & calf lacerated,N,Close to the water
February,,8.0,F,Lacerations to lower leg,N,Close to the water
January,MOZAMBIQUE,14.0,M,"Hands severed, forearm severely lacerated",N,swimming
January,MOZAMBIQUE,16.0,M,Leg severed at knee,N,swimming
January,MOZAMBIQUE,12.0,M,"Arm severed, thigh bitten",N,swimming
January,MOZAMBIQUE,10.0,M,Leg severed at knee,N,swimming
January,EGYPT,,M,FATAL,Y,other activity
January,MEXICO,22.0,M,Leg bitten,N,swimming
January,ENGLAND,,M,Leg bitten,N,other activity
January,PAPUA NEW GUINEA,15.0,M,Lacerations to back,N,swimming
,SRI LANKA,,M,Swim fins badly torn by the shark's teeth,N,swimming
,SPAIN,,M,Minor injury,N,fishing
,ITALY,,M,No injury,N,fishing
,CROATIA,,M,No details,,fishing
,IRAQ,28.0,F,Left hand severed,N,Close to the water
,IRAQ,25.0,F,Left foot severed,N,Close to the water
,IRAQ,35.0,M,"FATAL, left leg severed",Y,swimming
,IRAQ,35.0,M,Left hand bitten,N,fishing
November,AUSTRALIA,15.0,M,Left thigh lacerated,N,swimming
November,USA,,M,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",N,swimming
November,AUSTRALIA,27.0,M,PROVOKED INCIDENT,N,other activity
October,USA,,M,No injury,N,swimming
September,USA,53.0,M,Leg & ankle severely bitten,N,swimming
August,USA,,M,Laceration to right leg,N,swimming
August,USA,28.0,M,Leg bitten by netted shark PROVOKED INCIDENT,N,fishing
August,USA,15.0,M,Lacerations to lower leg,N,surfing
August,USA,13.0,M,Lacerations to right lower leg & left arm and hand,N,surfing
August,,25.0,M,Am lacerated,N,other activity
July,ENGLAND,,M,Arm lacerated. Recorded as PROVOKED INCIDENT,N,other activity
July,USA,13.0,M,Scrape on head. Recorded as PROVOKED INCIDENT,N,other activity
July,USA,,M,"Foot bitten, minor injury",N,swimming
June,USA,22.0,M,No details,,Close to the water
June,JAMAICA,27.0,M,Multiple lacerations,N,swimming
June,USA,8.0,M,No injury,N,Close to the water
May,USA,,M,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,N,fishing
May,USA,23.0,M,Laceration to buttocks Recorded as PROVOKED INCIDENT,N,swimming
May,DOMINICAN REPUBLIC,18.0,M,,,surfing
May,AUSTRALIA,,,Survived,N,other activity
April,AUSTRALIA,,M,No injury,,fishing
August,USA,,M,Laceration to foot from dead shark PROVOKED INCIDENT,N,fishing
March,AUSTRALIA,65.0,M,Foot lacerated. Recorded as PROVOKED INCIDENT,N,other activity
March,USA,16.0,M,Leg & surfboard bitten,N,surfing
February,AUSTRALIA,49.0,M,Lacerations to hand from hooked shark PROVOKED INCIDENT,N,fishing
February,AUSTRALIA,52.0,M,No details,,swimming
January,AUSTRALIA,21.0,M,Abrasions and lacerations to lower right leg,N,swimming
January,AUSTRALIA,,M,Minor injury ,N,other activity
,BAHAMAS,,,"No injury to occupants, shark grabbed prop, Leodorn hit shark with oar, shark bit oar in half PROVOKED INCIDENT",N,other activity
December,SOUTH AFRICA,,M,No injury,,swimming
December,AUSTRALIA,27.0,M,Laceration to finger by a captive shark PROVOKED INCIDENT,N,other activity
December,NEW ZEALAND,17.0,M,"Hit in face by shark, arm abraded, surfboard bitten",N,surfing
December,AUSTRALIA,,M,Survived,N,other activity
December,SOUTH AFRICA,28.0,M,"No injury, left elbow & torso bumped by sharks",N,fishing
December,SOUTH AFRICA,30.0,M,No injury,,other activity
November,SOUTH AFRICA,22.0,M,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,fishing
November,PAPUA NEW GUINEA,,,Remains recovered days later from shark,,other activity
November,AUSTRALIA,16.0,M,Abrasion on shoulder Recorded as PROVOKED INCIDENT,N,other activity
October,BAHAMAS,,M,Calf injured Recorded as PROVOKED INCIDENT,N,other activity
October,USA,,M,Swim fin bitten,N,fishing
October,PHILIPPINES,,,Survived,N,vessel related
September,USA,,,,,surfing
September,NEW ZEALAND,24.0,M,"FATAL, left leg bitten, femoral artery severed  ",Y,fishing
August,USA,10.0,,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",N,other activity
August,USA,15.0,M,Leg & arm bitten,N,Close to the water
August,FRENCH POLYNESIA,12.0,M,Finger severed,N,swimming
August,MALAYSIA,41.0,,Hand lacerated,N,other activity
August,COLUMBIA,18.0,M,Lacerations to head,N,fishing
July,USA,25.0,M,Major injury to torso,N,swimming
July,USA,33.0,M,Abrasions on lower leg,N,Close to the water
July,USA,33.0,M,Swimfin & knee bitten,N,fishing
July,BAHAMAS,,M,"FATAL, taken by shark  ",Y,swimming
July,MEXICO,43.0,M,No injury,,other activity
June,BAHAMAS,17.0,M,"Bumped shoulder, bit head",N,fishing
June,USA,17.0,M,Lacerations to lower right leg & andkle,N,other activity
